group,timepoint,subject_id,channel,region,feature,power_value
Patient,Rest,Sub_03,FC1,extra,delta,0.7765446
Patient,Rest,Sub_03,FC1,extra,theta,0.31769058
Patient,Rest,Sub_03,FC1,extra,alpha,0.19641013
Patient,Rest,Sub_03,FC1,extra,beta,0.17931788
Patient,Rest,Sub_03,FC1,extra,gamma,0.2446875
Patient,Rest,Sub_03,FC1,extra,broadband,0.20555855
Patient,Rest,Sub_03,FC2,extra,delta,0.3246658
Patient,Rest,Sub_03,FC2,extra,theta,0.37564188
Patient,Rest,Sub_03,FC2,extra,alpha,0.51607823
Patient,Rest,Sub_03,FC2,extra,beta,0.4475111
Patient,Rest,Sub_03,FC2,extra,gamma,0.44547963
Patient,Rest,Sub_03,FC2,extra,broadband,
Patient,Rest,Sub_03,FC6,extra,delta,0.38469583
Patient,Rest,Sub_03,FC6,extra,theta,0.45511475
Patient,Rest,Sub_03,FC6,extra,alpha,0.20603992
Patient,Rest,Sub_03,FC6,extra,beta,0.3674355
Patient,Rest,Sub_03,FC6,extra,gamma,0.31434578
Patient,Rest,Sub_03,FC6,extra,broadband,0.43724766
Patient,Rest,Sub_03,CP5,extra,delta,0.34547663
Patient,Rest,Sub_03,CP5,extra,theta,0.2729038
Patient,Rest,Sub_03,CP5,extra,alpha,0.38293558
Patient,Rest,Sub_03,CP5,extra,beta,0.45704523
Patient,Rest,Sub_03,CP5,extra,gamma,0.18092003
Patient,Rest,Sub_03,CP5,extra,broadband,
Patient,Rest,Sub_03,CP1,extra,delta,0.10235495
Patient,Rest,Sub_03,CP1,extra,theta,0.61113983
Patient,Rest,Sub_03,CP1,extra,alpha,0.28037274
Patient,Rest,Sub_03,CP1,extra,beta,0.59471714
Patient,Rest,Sub_03,CP1,extra,gamma,0.34621236
Patient,Rest,Sub_03,CP1,extra,broadband,0.4457267
Patient,Rest,Sub_03,CP2,extra,delta,0.37267697
Patient,Rest,Sub_03,CP2,extra,theta,0.47261557
Patient,Rest,Sub_03,CP2,extra,alpha,0.008373671
Patient,Rest,Sub_03,CP2,extra,beta,0.35660505
Patient,Rest,Sub_03,CP2,extra,gamma,0.5392695
Patient,Rest,Sub_03,CP2,extra,broadband,1.0670402
Patient,Rest,Sub_03,CP6,extra,delta,0.5601751
Patient,Rest,Sub_03,CP6,extra,theta,0.17291215
Patient,Rest,Sub_03,CP6,extra,alpha,0.08899918
Patient,Rest,Sub_03,CP6,extra,beta,0.23759568
Patient,Rest,Sub_03,CP6,extra,gamma,0.25953615
Patient,Rest,Sub_03,CP6,extra,broadband,0.43889096
Patient,Rest,Sub_03,PO3,extra,delta,0.449169
Patient,Rest,Sub_03,PO3,extra,theta,0.65433234
Patient,Rest,Sub_03,PO3,extra,alpha,0.22598271
Patient,Rest,Sub_03,PO3,extra,beta,0.2687506
Patient,Rest,Sub_03,PO3,extra,gamma,0.33388552
Patient,Rest,Sub_03,PO3,extra,broadband,0.31413782
Patient,Rest,Sub_03,PO4,extra,delta,0.2734836
Patient,Rest,Sub_03,PO4,extra,theta,0.13887024
Patient,Rest,Sub_03,PO4,extra,alpha,0.27101398
Patient,Rest,Sub_03,PO4,extra,beta,0.45768172
Patient,Rest,Sub_03,PO4,extra,gamma,0.40838104
Patient,Rest,Sub_03,PO4,extra,broadband,0.3801796
Patient,Rest,Sub_04,Fp1,prefrontal,delta,0.7847014
Patient,Rest,Sub_04,Fp1,prefrontal,theta,0.48956877
Patient,Rest,Sub_04,Fp1,prefrontal,alpha,0.48470002
Patient,Rest,Sub_04,Fp1,prefrontal,beta,0.7345259
Patient,Rest,Sub_04,Fp1,prefrontal,gamma,0.51625514
Patient,Rest,Sub_04,Fp1,prefrontal,broadband,0.68132836
Patient,Rest,Sub_04,Fp2,prefrontal,delta,0.44348145
Patient,Rest,Sub_04,Fp2,prefrontal,theta,0.57811874
Patient,Rest,Sub_04,Fp2,prefrontal,alpha,0.25374117
Patient,Rest,Sub_04,Fp2,prefrontal,beta,0.70613325
Patient,Rest,Sub_04,Fp2,prefrontal,gamma,0.43275118
Patient,Rest,Sub_04,Fp2,prefrontal,broadband,0.5676556
Patient,Rest,Sub_04,F7,frontal,delta,0.6159083
Patient,Rest,Sub_04,F7,frontal,theta,0.84917665
Patient,Rest,Sub_04,F7,frontal,alpha,0.3711087
Patient,Rest,Sub_04,F7,frontal,beta,0.6417528
Patient,Rest,Sub_04,F7,frontal,gamma,0.512962
Patient,Rest,Sub_04,F7,frontal,broadband,0.31407285
Patient,Rest,Sub_04,F3,frontal,delta,0.45402583
Patient,Rest,Sub_04,F3,frontal,theta,0.9435471
Patient,Rest,Sub_04,F3,frontal,alpha,0.18583123
Patient,Rest,Sub_04,F3,frontal,beta,0.8185743
Patient,Rest,Sub_04,F3,frontal,gamma,0.71461016
Patient,Rest,Sub_04,F3,frontal,broadband,0.507035
Patient,Rest,Sub_04,Fz,frontal,delta,0.36901975
Patient,Rest,Sub_04,Fz,frontal,theta,0.72661895
Patient,Rest,Sub_04,Fz,frontal,alpha,0.42242298
Patient,Rest,Sub_04,Fz,frontal,beta,0.79805535
Patient,Rest,Sub_04,Fz,frontal,gamma,0.4684659
Patient,Rest,Sub_04,Fz,frontal,broadband,0.6824523
Patient,Rest,Sub_04,F4,frontal,delta,0.6257207
Patient,Rest,Sub_04,F4,frontal,theta,0.6559241
Patient,Rest,Sub_04,F4,frontal,alpha,0.089932516
Patient,Rest,Sub_04,F4,frontal,beta,0.6051809
Patient,Rest,Sub_04,F4,frontal,gamma,0.4338573
Patient,Rest,Sub_04,F4,frontal,broadband,0.23894899
Patient,Rest,Sub_04,F8,frontal,delta,0.7071475
Patient,Rest,Sub_04,F8,frontal,theta,0.7904886
Patient,Rest,Sub_04,F8,frontal,alpha,0.22329605
Patient,Rest,Sub_04,F8,frontal,beta,0.65958846
Patient,Rest,Sub_04,F8,frontal,gamma,0.41927698
Patient,Rest,Sub_04,F8,frontal,broadband,0.3227799
Patient,Rest,Sub_04,T3,central,delta,0.3730123
Patient,Rest,Sub_04,T3,central,theta,0.4249709
Patient,Rest,Sub_04,T3,central,alpha,0.542592
Patient,Rest,Sub_04,T3,central,beta,0.4850584
Patient,Rest,Sub_04,T3,central,gamma,
Patient,Rest,Sub_04,T3,central,broadband,0.47250992
Patient,Rest,Sub_04,C3,central,delta,0.4301983
Patient,Rest,Sub_04,C3,central,theta,0.32940307
Patient,Rest,Sub_04,C3,central,alpha,0.32106224
Patient,Rest,Sub_04,C3,central,beta,0.8489154
Patient,Rest,Sub_04,C3,central,gamma,0.5313778
Patient,Rest,Sub_04,C3,central,broadband,0.531833
Patient,Rest,Sub_04,Cz,central,delta,0.6188637
Patient,Rest,Sub_04,Cz,central,theta,0.6963731
Patient,Rest,Sub_04,Cz,central,alpha,0.35281184
Patient,Rest,Sub_04,Cz,central,beta,0.5317201
Patient,Rest,Sub_04,Cz,central,gamma,0.6074727
Patient,Rest,Sub_04,Cz,central,broadband,0.47832817
Patient,Rest,Sub_04,C4,central,delta,0.802184
Patient,Rest,Sub_04,C4,central,theta,2.1380143
Patient,Rest,Sub_04,C4,central,alpha,0.29413137
Patient,Rest,Sub_04,C4,central,beta,0.52302873
Patient,Rest,Sub_04,C4,central,gamma,0.49712086
Patient,Rest,Sub_04,C4,central,broadband,0.6124638
Patient,Rest,Sub_04,T4,central,delta,0.9103651
Patient,Rest,Sub_04,T4,central,theta,0.49295098
Patient,Rest,Sub_04,T4,central,alpha,0.50149244
Patient,Rest,Sub_04,T4,central,beta,0.44166043
Patient,Rest,Sub_04,T4,central,gamma,0.41534543
Patient,Rest,Sub_04,T4,central,broadband,0.395772
Patient,Rest,Sub_04,T5,parietal,delta,0.7821754
Patient,Rest,Sub_04,T5,parietal,theta,0.6583241
Patient,Rest,Sub_04,T5,parietal,alpha,0.5534749
Patient,Rest,Sub_04,T5,parietal,beta,0.65557826
Patient,Rest,Sub_04,T5,parietal,gamma,0.48548892
Patient,Rest,Sub_04,T5,parietal,broadband,0.38064495
Patient,Rest,Sub_04,P3,parietal,delta,0.4150667
Patient,Rest,Sub_04,P3,parietal,theta,0.66509557
Patient,Rest,Sub_04,P3,parietal,alpha,0.19133891
Patient,Rest,Sub_04,P3,parietal,beta,0.6089339
Patient,Rest,Sub_04,P3,parietal,gamma,0.5631306
Patient,Rest,Sub_04,P3,parietal,broadband,0.7596407
Patient,Rest,Sub_04,Pz,parietal,delta,0.6291787
Patient,Rest,Sub_04,Pz,parietal,theta,0.41010776
Patient,Rest,Sub_04,Pz,parietal,alpha,0.42540804
Patient,Rest,Sub_04,Pz,parietal,beta,0.5285323
Patient,Rest,Sub_04,Pz,parietal,gamma,0.3994808
Patient,Rest,Sub_04,Pz,parietal,broadband,0.19188502
Patient,Rest,Sub_04,P4,parietal,delta,0.5282649
Patient,Rest,Sub_04,P4,parietal,theta,0.36979902
Patient,Rest,Sub_04,P4,parietal,alpha,0.27238715
Patient,Rest,Sub_04,P4,parietal,beta,0.44346842
Patient,Rest,Sub_04,P4,parietal,gamma,0.42743158
Patient,Rest,Sub_04,P4,parietal,broadband,0.49431998
Patient,Rest,Sub_04,T6,parietal,delta,0.5566939
Patient,Rest,Sub_04,T6,parietal,theta,0.37387297
Patient,Rest,Sub_04,T6,parietal,alpha,0.5341193
Patient,Rest,Sub_04,T6,parietal,beta,0.5109714
Patient,Rest,Sub_04,T6,parietal,gamma,0.43673468
Patient,Rest,Sub_04,T6,parietal,broadband,0.44635507
Patient,Rest,Sub_04,O1,occipital,delta,0.65436566
Patient,Rest,Sub_04,O1,occipital,theta,0.37105376
Patient,Rest,Sub_04,O1,occipital,alpha,0.26620898
Patient,Rest,Sub_04,O1,occipital,beta,0.22917072
Patient,Rest,Sub_04,O1,occipital,gamma,0.677892
Patient,Rest,Sub_04,O1,occipital,broadband,0.4814917
Patient,Rest,Sub_04,Oz,occipital,delta,0.38737062
Patient,Rest,Sub_04,Oz,occipital,theta,0.46486834
Patient,Rest,Sub_04,Oz,occipital,alpha,0.6079646
Patient,Rest,Sub_04,Oz,occipital,beta,0.4027187
Patient,Rest,Sub_04,Oz,occipital,gamma,0.43817168
Patient,Rest,Sub_04,Oz,occipital,broadband,0.51286936
Patient,Rest,Sub_04,O2,occipital,delta,
Patient,Rest,Sub_04,O2,occipital,theta,0.6814846
Patient,Rest,Sub_04,O2,occipital,alpha,0.43017486
Patient,Rest,Sub_04,O2,occipital,beta,0.5402787
Patient,Rest,Sub_04,O2,occipital,gamma,
Patient,Rest,Sub_04,O2,occipital,broadband,0.35013074
Patient,Rest,Sub_04,AF3,extra,delta,0.7412411
Patient,Rest,Sub_04,AF3,extra,theta,0.604917
Patient,Rest,Sub_04,AF3,extra,alpha,0.42704964
Patient,Rest,Sub_04,AF3,extra,beta,0.55319595
Patient,Rest,Sub_04,AF3,extra,gamma,0.3932115
Patient,Rest,Sub_04,AF3,extra,broadband,0.53631866
Patient,Rest,Sub_04,AF4,extra,delta,0.5317507
Patient,Rest,Sub_04,AF4,extra,theta,0.49990022
Patient,Rest,Sub_04,AF4,extra,alpha,0.3939541
Patient,Rest,Sub_04,AF4,extra,beta,0.5041973
Patient,Rest,Sub_04,AF4,extra,gamma,0.4211776
Patient,Rest,Sub_04,AF4,extra,broadband,0.53005445
Patient,Rest,Sub_04,FC5,extra,delta,0.4875314
Patient,Rest,Sub_04,FC5,extra,theta,0.4797631
Patient,Rest,Sub_04,FC5,extra,alpha,0.4316785
Patient,Rest,Sub_04,FC5,extra,beta,0.5466173
Patient,Rest,Sub_04,FC5,extra,gamma,0.456083
Patient,Rest,Sub_04,FC5,extra,broadband,0.5828332
Patient,Rest,Sub_04,FC1,extra,delta,0.50527996
Patient,Rest,Sub_04,FC1,extra,theta,0.5064398
Patient,Rest,Sub_04,FC1,extra,alpha,0.4184205
Patient,Rest,Sub_04,FC1,extra,beta,0.54159725
Patient,Rest,Sub_04,FC1,extra,gamma,0.60783094
Patient,Rest,Sub_04,FC1,extra,broadband,0.71518123
Patient,Rest,Sub_04,FC2,extra,delta,0.6417698
Patient,Rest,Sub_04,FC2,extra,theta,0.6721402
Patient,Rest,Sub_04,FC2,extra,alpha,0.31166536
Patient,Rest,Sub_04,FC2,extra,beta,0.2001535
Patient,Rest,Sub_04,FC2,extra,gamma,0.535362
Patient,Rest,Sub_04,FC2,extra,broadband,0.4797164
Patient,Rest,Sub_04,FC6,extra,delta,0.59101236
Patient,Rest,Sub_04,FC6,extra,theta,0.5738796
Patient,Rest,Sub_04,FC6,extra,alpha,0.31879744
Patient,Rest,Sub_04,FC6,extra,beta,0.777711
Patient,Rest,Sub_04,FC6,extra,gamma,0.47814983
Patient,Rest,Sub_04,FC6,extra,broadband,0.27321234
Patient,Rest,Sub_04,CP5,extra,delta,0.3679801
Patient,Rest,Sub_04,CP5,extra,theta,0.6084789
Patient,Rest,Sub_04,CP5,extra,alpha,0.61439323
Patient,Rest,Sub_04,CP5,extra,beta,0.43312216
Patient,Rest,Sub_04,CP5,extra,gamma,0.6852404
Patient,Rest,Sub_04,CP5,extra,broadband,0.4197022
Patient,Rest,Sub_04,CP1,extra,delta,
Patient,Rest,Sub_04,CP1,extra,theta,0.62426966
Patient,Rest,Sub_04,CP1,extra,alpha,0.6165362
Patient,Rest,Sub_04,CP1,extra,beta,0.46403953
Patient,Rest,Sub_04,CP1,extra,gamma,0.445412
Patient,Rest,Sub_04,CP1,extra,broadband,0.24715897
Patient,Rest,Sub_04,CP2,extra,delta,0.25156516
Patient,Rest,Sub_04,CP2,extra,theta,0.7319918
Patient,Rest,Sub_04,CP2,extra,alpha,0.3099368
Patient,Rest,Sub_04,CP2,extra,beta,0.36372998
Patient,Rest,Sub_04,CP2,extra,gamma,0.29018337
Patient,Rest,Sub_04,CP2,extra,broadband,0.2271778
Patient,Rest,Sub_04,CP6,extra,delta,0.4731513
Patient,Rest,Sub_04,CP6,extra,theta,0.54344904
Patient,Rest,Sub_04,CP6,extra,alpha,0.21077716
Patient,Rest,Sub_04,CP6,extra,beta,0.56614643
Patient,Rest,Sub_04,CP6,extra,gamma,0.38049948
Patient,Rest,Sub_04,CP6,extra,broadband,0.23755577
Patient,Rest,Sub_04,PO3,extra,delta,0.45419082
Patient,Rest,Sub_04,PO3,extra,theta,0.660993
Patient,Rest,Sub_04,PO3,extra,alpha,0.18329796
Patient,Rest,Sub_04,PO3,extra,beta,0.5184612
Patient,Rest,Sub_04,PO3,extra,gamma,0.33588624
Patient,Rest,Sub_04,PO3,extra,broadband,0.29308507
Patient,Rest,Sub_04,PO4,extra,delta,0.4976471
Patient,Rest,Sub_04,PO4,extra,theta,0.43279502
Patient,Rest,Sub_04,PO4,extra,alpha,0.05922967
Patient,Rest,Sub_04,PO4,extra,beta,0.5847705
Patient,Rest,Sub_04,PO4,extra,gamma,0.60835284
Patient,Rest,Sub_04,PO4,extra,broadband,0.3442988
Patient,Rest,Sub_05,Fp1,prefrontal,delta,0.52931476
Patient,Rest,Sub_05,Fp1,prefrontal,theta,0.8195411
Patient,Rest,Sub_05,Fp1,prefrontal,alpha,0.38155672
Patient,Rest,Sub_05,Fp1,prefrontal,beta,
Patient,Rest,Sub_05,Fp1,prefrontal,gamma,0.45141217
Patient,Rest,Sub_05,Fp1,prefrontal,broadband,0.50245494
Patient,Rest,Sub_05,Fp2,prefrontal,delta,0.76069283
Patient,Rest,Sub_05,Fp2,prefrontal,theta,0.8563324
Patient,Rest,Sub_05,Fp2,prefrontal,alpha,0.67726946
Patient,Rest,Sub_05,Fp2,prefrontal,beta,0.7423052
Patient,Rest,Sub_05,Fp2,prefrontal,gamma,0.84384084
Patient,Rest,Sub_05,Fp2,prefrontal,broadband,0.52734804
Patient,Rest,Sub_05,F7,frontal,delta,0.7855942
Patient,Rest,Sub_05,F7,frontal,theta,0.6343131
Patient,Rest,Sub_05,F7,frontal,alpha,
Patient,Rest,Sub_05,F7,frontal,beta,0.6514387
Patient,Rest,Sub_05,F7,frontal,gamma,0.68598133
Patient,Rest,Sub_05,F7,frontal,broadband,0.1884875
Patient,Rest,Sub_05,F3,frontal,delta,0.53025866
Patient,Rest,Sub_05,F3,frontal,theta,0.73087883
Patient,Rest,Sub_05,F3,frontal,alpha,0.15499592
Patient,Rest,Sub_05,F3,frontal,beta,0.89587766
Patient,Rest,Sub_05,F3,frontal,gamma,0.66607624
Patient,Rest,Sub_05,F3,frontal,broadband,0.42122158
Patient,Rest,Sub_05,Fz,frontal,delta,0.53492296
Patient,Rest,Sub_05,Fz,frontal,theta,0.806542
Patient,Rest,Sub_05,Fz,frontal,alpha,1.0036962
Patient,Rest,Sub_05,Fz,frontal,beta,0.68000185
Patient,Rest,Sub_05,Fz,frontal,gamma,0.5588066
Patient,Rest,Sub_05,Fz,frontal,broadband,0.40633678
Patient,Rest,Sub_05,F4,frontal,delta,0.49152863
Patient,Rest,Sub_05,F4,frontal,theta,0.5466347
Patient,Rest,Sub_05,F4,frontal,alpha,0.42276555
Patient,Rest,Sub_05,F4,frontal,beta,0.5975348
Patient,Rest,Sub_05,F4,frontal,gamma,0.46055686
Patient,Rest,Sub_05,F4,frontal,broadband,0.58022964
Patient,Rest,Sub_05,F8,frontal,delta,0.6589123
Patient,Rest,Sub_05,F8,frontal,theta,0.8431746
Patient,Rest,Sub_05,F8,frontal,alpha,0.37689936
Patient,Rest,Sub_05,F8,frontal,beta,0.76554143
Patient,Rest,Sub_05,F8,frontal,gamma,0.56441766
Patient,Rest,Sub_05,F8,frontal,broadband,0.7109302
Patient,Rest,Sub_05,T3,central,delta,0.75310457
Patient,Rest,Sub_05,T3,central,theta,0.66478556
Patient,Rest,Sub_05,T3,central,alpha,0.41514796
Patient,Rest,Sub_05,T3,central,beta,0.64335394
Patient,Rest,Sub_05,T3,central,gamma,0.6793843
Patient,Rest,Sub_05,T3,central,broadband,0.2835531
Patient,Rest,Sub_05,C3,central,delta,0.613911
Patient,Rest,Sub_05,C3,central,theta,0.3374185
Patient,Rest,Sub_05,C3,central,alpha,0.6547932
Patient,Rest,Sub_05,C3,central,beta,0.44857514
Patient,Rest,Sub_05,C3,central,gamma,0.5302555
Patient,Rest,Sub_05,C3,central,broadband,0.66172194
Patient,Rest,Sub_05,Cz,central,delta,
Patient,Rest,Sub_05,Cz,central,theta,0.58969414
Patient,Rest,Sub_05,Cz,central,alpha,0.3851629
Patient,Rest,Sub_05,Cz,central,beta,0.58998287
Patient,Rest,Sub_05,Cz,central,gamma,0.84721935
Patient,Rest,Sub_05,Cz,central,broadband,0.3324422
Patient,Rest,Sub_05,C4,central,delta,0.69427353
Patient,Rest,Sub_05,C4,central,theta,0.6921949
Patient,Rest,Sub_05,C4,central,alpha,0.34875885
Patient,Rest,Sub_05,C4,central,beta,0.7267387
Patient,Rest,Sub_05,C4,central,gamma,2.517718
Patient,Rest,Sub_05,C4,central,broadband,0.62846714
Patient,Rest,Sub_05,T4,central,delta,0.6613296
Patient,Rest,Sub_05,T4,central,theta,0.5684501
Patient,Rest,Sub_05,T4,central,alpha,0.70540667
Patient,Rest,Sub_05,T4,central,beta,0.68147284
Patient,Rest,Sub_05,T4,central,gamma,0.77588785
Patient,Rest,Sub_05,T4,central,broadband,0.6604208
Patient,Rest,Sub_05,T5,parietal,delta,0.5051198
Patient,Rest,Sub_05,T5,parietal,theta,0.51635665
Patient,Rest,Sub_05,T5,parietal,alpha,0.40343904
Patient,Rest,Sub_05,T5,parietal,beta,0.4160468
Patient,Rest,Sub_05,T5,parietal,gamma,0.54999
Patient,Rest,Sub_05,T5,parietal,broadband,0.3628837
Patient,Rest,Sub_05,P3,parietal,delta,0.68814296
Patient,Rest,Sub_05,P3,parietal,theta,0.6521719
Patient,Rest,Sub_05,P3,parietal,alpha,0.5071169
Patient,Rest,Sub_05,P3,parietal,beta,0.39922574
Patient,Rest,Sub_05,P3,parietal,gamma,0.47217053
Patient,Rest,Sub_05,P3,parietal,broadband,0.38655803
Patient,Rest,Sub_05,Pz,parietal,delta,0.08907607
Patient,Rest,Sub_05,Pz,parietal,theta,0.91455656
Patient,Rest,Sub_05,Pz,parietal,alpha,0.567427
Patient,Rest,Sub_05,Pz,parietal,beta,0.47843847
Patient,Rest,Sub_05,Pz,parietal,gamma,0.48844755
Patient,Rest,Sub_05,Pz,parietal,broadband,0.4726012
Patient,Rest,Sub_05,P4,parietal,delta,0.56197053
Patient,Rest,Sub_05,P4,parietal,theta,0.78960526
Patient,Rest,Sub_05,P4,parietal,alpha,0.5452812
Patient,Rest,Sub_05,P4,parietal,beta,0.41198206
Patient,Rest,Sub_05,P4,parietal,gamma,0.5565015
Patient,Rest,Sub_05,P4,parietal,broadband,1.2702011
Patient,Rest,Sub_05,T6,parietal,delta,0.54784274
Patient,Rest,Sub_05,T6,parietal,theta,0.6395981
Patient,Rest,Sub_05,T6,parietal,alpha,0.39739582
Patient,Rest,Sub_05,T6,parietal,beta,0.48653302
Patient,Rest,Sub_05,T6,parietal,gamma,0.7908382
Patient,Rest,Sub_05,T6,parietal,broadband,0.5439228
Patient,Rest,Sub_05,O1,occipital,delta,0.3013869
Patient,Rest,Sub_05,O1,occipital,theta,0.536124
Patient,Rest,Sub_05,O1,occipital,alpha,
Patient,Rest,Sub_05,O1,occipital,beta,0.6376709
Patient,Rest,Sub_05,O1,occipital,gamma,0.7311514
Patient,Rest,Sub_05,O1,occipital,broadband,0.42494473
Patient,Rest,Sub_05,Oz,occipital,delta,0.55149674
Patient,Rest,Sub_05,Oz,occipital,theta,0.53268355
Patient,Rest,Sub_05,Oz,occipital,alpha,0.76235443
Patient,Rest,Sub_05,Oz,occipital,beta,0.5957169
Patient,Rest,Sub_05,Oz,occipital,gamma,0.7092338
Patient,Rest,Sub_05,Oz,occipital,broadband,0.59655803
Patient,Rest,Sub_05,O2,occipital,delta,0.652614
Patient,Rest,Sub_05,O2,occipital,theta,0.47710255
Patient,Rest,Sub_05,O2,occipital,alpha,0.5771203
Patient,Rest,Sub_05,O2,occipital,beta,0.71596146
Patient,Rest,Sub_05,O2,occipital,gamma,0.31726933
Patient,Rest,Sub_05,O2,occipital,broadband,0.36089927
Patient,Rest,Sub_05,AF3,extra,delta,0.5814278
Patient,Rest,Sub_05,AF3,extra,theta,0.78423625
Patient,Rest,Sub_05,AF3,extra,alpha,0.20964693
Patient,Rest,Sub_05,AF3,extra,beta,
Patient,Rest,Sub_05,AF3,extra,gamma,0.26237854
Patient,Rest,Sub_05,AF3,extra,broadband,0.64555043
Patient,Rest,Sub_05,AF4,extra,delta,0.7742913
Patient,Rest,Sub_05,AF4,extra,theta,0.63860214
Patient,Rest,Sub_05,AF4,extra,alpha,0.2848474
Patient,Rest,Sub_05,AF4,extra,beta,0.68096167
Patient,Rest,Sub_05,AF4,extra,gamma,0.59644604
Patient,Rest,Sub_05,AF4,extra,broadband,0.39556894
Patient,Rest,Sub_05,FC5,extra,delta,0.36526534
Patient,Rest,Sub_05,FC5,extra,theta,0.4002806
Patient,Rest,Sub_05,FC5,extra,alpha,0.17803885
Patient,Rest,Sub_05,FC5,extra,beta,0.61858034
Patient,Rest,Sub_05,FC5,extra,gamma,0.6977916
Patient,Rest,Sub_05,FC5,extra,broadband,0.32662898
Patient,Rest,Sub_05,FC1,extra,delta,0.67198616
Patient,Rest,Sub_05,FC1,extra,theta,0.53970426
Patient,Rest,Sub_05,FC1,extra,alpha,0.29049027
Patient,Rest,Sub_05,FC1,extra,beta,0.494804
Patient,Rest,Sub_05,FC1,extra,gamma,0.6683872
Patient,Rest,Sub_05,FC1,extra,broadband,0.490971
Patient,Rest,Sub_05,FC2,extra,delta,0.5905085
Patient,Rest,Sub_05,FC2,extra,theta,0.50329673
Patient,Rest,Sub_05,FC2,extra,alpha,0.26225042
Patient,Rest,Sub_05,FC2,extra,beta,0.38671914
Patient,Rest,Sub_05,FC2,extra,gamma,0.46872112
Patient,Rest,Sub_05,FC2,extra,broadband,0.3096219
Patient,Rest,Sub_05,FC6,extra,delta,0.6585314
Patient,Rest,Sub_05,FC6,extra,theta,0.6149331
Patient,Rest,Sub_05,FC6,extra,alpha,0.38117325
Patient,Rest,Sub_05,FC6,extra,beta,0.4443205
Patient,Rest,Sub_05,FC6,extra,gamma,0.24715269
Patient,Rest,Sub_05,FC6,extra,broadband,0.42863092
Patient,Rest,Sub_05,CP5,extra,delta,0.29955176
Patient,Rest,Sub_05,CP5,extra,theta,0.6324199
Patient,Rest,Sub_05,CP5,extra,alpha,0.45873046
Patient,Rest,Sub_05,CP5,extra,beta,0.57826185
Patient,Rest,Sub_05,CP5,extra,gamma,0.28526205
Patient,Rest,Sub_05,CP5,extra,broadband,0.6070592
Patient,Rest,Sub_05,CP1,extra,delta,0.4714468
Patient,Rest,Sub_05,CP1,extra,theta,0.6523765
Patient,Rest,Sub_05,CP1,extra,alpha,0.25638714
Patient,Rest,Sub_05,CP1,extra,beta,0.57538253
Patient,Rest,Sub_05,CP1,extra,gamma,0.6088567
Patient,Rest,Sub_05,CP1,extra,broadband,0.62622434
Patient,Rest,Sub_05,CP2,extra,delta,0.4876166
Patient,Rest,Sub_05,CP2,extra,theta,0.50837785
Patient,Rest,Sub_05,CP2,extra,alpha,0.13264067
Patient,Rest,Sub_05,CP2,extra,beta,0.19600293
Patient,Rest,Sub_05,CP2,extra,gamma,0.29683495
Patient,Rest,Sub_05,CP2,extra,broadband,0.6711319
Patient,Rest,Sub_05,CP6,extra,delta,0.5545303
Patient,Rest,Sub_05,CP6,extra,theta,0.48877066
Patient,Rest,Sub_05,CP6,extra,alpha,0.3360256
Patient,Rest,Sub_05,CP6,extra,beta,0.18011275
Patient,Rest,Sub_05,CP6,extra,gamma,0.5456209
Patient,Rest,Sub_05,CP6,extra,broadband,0.6158327
Patient,Rest,Sub_05,PO3,extra,delta,0.34028527
Patient,Rest,Sub_05,PO3,extra,theta,0.6993907
Patient,Rest,Sub_05,PO3,extra,alpha,0.6010151
Patient,Rest,Sub_05,PO3,extra,beta,0.53147495
Patient,Rest,Sub_05,PO3,extra,gamma,0.6139876
Patient,Rest,Sub_05,PO3,extra,broadband,0.49549928
Patient,Rest,Sub_05,PO4,extra,delta,0.7956838
Patient,Rest,Sub_05,PO4,extra,theta,0.60248137
Patient,Rest,Sub_05,PO4,extra,alpha,0.34873366
Patient,Rest,Sub_05,PO4,extra,beta,0.70307446
Patient,Rest,Sub_05,PO4,extra,gamma,0.45757595
Patient,Rest,Sub_05,PO4,extra,broadband,0.4347059
Patient,Rest,Sub_06,Fp1,prefrontal,delta,0.30469114
Patient,Rest,Sub_06,Fp1,prefrontal,theta,0.3948111
Patient,Rest,Sub_06,Fp1,prefrontal,alpha,0.39198267
Patient,Rest,Sub_06,Fp1,prefrontal,beta,0.31647506
Patient,Rest,Sub_06,Fp1,prefrontal,gamma,0.5080385
Patient,Rest,Sub_06,Fp1,prefrontal,broadband,0.53163
Patient,Rest,Sub_06,Fp2,prefrontal,delta,0.51314926
Patient,Rest,Sub_06,Fp2,prefrontal,theta,0.4037758
Patient,Rest,Sub_06,Fp2,prefrontal,alpha,0.603692
Patient,Rest,Sub_06,Fp2,prefrontal,beta,0.6083657
Patient,Rest,Sub_06,Fp2,prefrontal,gamma,0.6467496
Patient,Rest,Sub_06,Fp2,prefrontal,broadband,0.5865269
Patient,Rest,Sub_06,F7,frontal,delta,0.47426552
Patient,Rest,Sub_06,F7,frontal,theta,0.56579894
Patient,Rest,Sub_06,F7,frontal,alpha,0.48784438
Patient,Rest,Sub_06,F7,frontal,beta,1.1483468
Patient,Rest,Sub_06,F7,frontal,gamma,0.70231026
Patient,Rest,Sub_06,F7,frontal,broadband,0.7783501
Patient,Rest,Sub_06,F3,frontal,delta,0.48781916
Patient,Rest,Sub_06,F3,frontal,theta,0.9584663
